,Unnamed: 0,market_date,company_symbol,news_id,headline,is_volatile
8532,8532,2015-11-16,AIG,5642cd00-b725-4a5a-b3ed-831f990f7613,charleston mayor champion integration prepares bow,1
8533,8533,2015-11-16,AIG,ee075842-5c6a-4dcf-8606-9a73cf16220c,review destiny power george h w bush epitomizes vanishing g o p ,1
8534,8534,2015-11-17,AIG,8acb15fb-f913-4024-ad0e-1962825df09c,american airlines revises rewards program,0
8540,8540,2015-11-19,AIG,ae1e3680-79ee-481e-92e8-16b640ead804,jake arrieta dallas keuchel newly anointed aces win cy young awards,0
8543,8543,2015-11-20,AIG,f0cda796-d00d-4883-a573-6f28f8e12c0b,inside new york times book review podcast david hare memoir,0
8547,8547,2015-11-23,AIG,71d7bed1-29cb-4641-a56e-03032ee01cb3,pacific trade worker rights,0
8559,8559,2015-11-27,AIG,f0964a26-0909-476f-8c0d-09a1b1fa69b3,2 valeant dermatology drugs lead steep price increases study finds,0
8562,8562,2015-11-27,AIG,36732c80-71db-406f-a2f0-8fd6ee11ceb1,black friday retail workers try make shopping slump,0
8566,8566,2015-11-30,AIG,32891bac-61ef-418b-8ad3-c5a678b55043,justin bieber ariana grande use award show speed comeback,0
8570,8570,2015-11-30,AIG,1f7b881b-f0d1-4733-b84d-1186f8ec6dd6,breyer sees value american supreme court looking foreign law,0
8574,8574,2015-12-01,AIG,e5fa820f-a7d0-4a41-adfe-b6b96869cbc9,scope national security inquiry revealed,0
8575,8575,2015-12-02,AIG,68a85c46-d306-4fbf-b824-a06ee61a7a77,affordable reliable coal,0
8576,8576,2015-12-04,AIG,b08a9c7b-dbba-42f0-92ac-7db40f254634,soccer officials indicted corruption charges,1
8577,8577,2015-12-03,AIG,54f7f52a-20a7-4e3b-9379-63ef7e61b530,aia top prize denise scott brown robert venturi,1
8578,8578,2015-12-03,AIG,1651a484-0ff1-4b2a-ab5b-f52920dfb0b7, american horror story season 5 episode 8 answers,1
8579,8579,2015-12-03,AIG,185caffc-5cd6-44a3-ba31-b39c5ef6f3a4,ebola crisis passes questions quarantines persist,1
8580,8580,2015-12-03,AIG,d27e55dc-d61a-4783-b1ea-b7c9c1c8a44d,wall street landmark seen millions often overlooked,1
8581,8581,2015-12-04,AIG,3bdf86b5-bf15-426d-a9ef-f55ddcdc0299,learning ebola quarantine extreme response ,1
8582,8582,2015-12-04,AIG,dc6ef6d6-fefb-4c6a-971d-ba6ffea9db93,1940 war prisoners sent food,1
8583,8583,2015-12-04,AIG,d6ed5d0e-4a14-47cb-b6eb-20022064c13c,morning agenda avon said discuss selling north american business,1
8584,8584,2015-12-04,AIG,d0b15d6b-5a1d-4017-afce-c7b31a36814b,ryan seacrest mogul next door,1
8585,8585,2015-12-04,AIG,415978ca-cf44-4736-9578-fea7975e3367,fifa case upends soccer politics latin america,1
8586,8586,2015-12-04,AIG,3eadacc5-82d4-4f1d-b2bc-5e0550609490,wagner collection whitney 25 years astute buying,1
8587,8587,2015-12-04,AIG,cabd48c1-326c-4c18-9886-9424bdb1e28a,american homes 4 rent merge rival,1
8589,8589,2015-12-07,AIG,e4cedeb0-304c-4fa1-b489-4f8bf25f6734,review open door helps open alvin ailey season,1
8590,8590,2015-12-07,AIG,6a5e25c7-99e2-4784-9993-329d11788756, hear sad story richard polenberg,1
8591,8591,2015-12-07,AIG,1fad3ed3-7f8b-41bf-a747-b6889c2d5f61,jennifer hudson without safety net prepares the color purple ,1
8592,8592,2015-12-07,AIG,37d81ad2-15cc-4bdb-a875-cbdb45440996, the jemima code toni tipton martin,1
8593,8593,2015-12-07,AIG,33ca2416-541d-445c-89b5-890c34296f04,photography carl van vechten cecil beaton,1
8594,8594,2015-12-07,AIG,499238c9-41d1-408a-8217-b6754c0b6428,humor the comedians a carlin home companion ,1
8595,8595,2015-12-07,AIG,25bc3b88-ccee-4f3b-ab7b-e52a8380c5eb,making evolving airline hotel reward programs,1
8596,8596,2015-12-07,AIG,1e5fa810-2ea7-4b42-aae7-cd0c28fd34f4,san bernardino community struck massacre seemed verge turnaround,1
8597,8597,2015-12-07,AIG,95d0d7a7-7c18-4584-ab67-a3f3a6c68937,review alvin ailey awakening projects sense fight or flight,1
8599,8599,2015-12-09,AIG,a66da483-bf26-4ea0-8427-43e109ecc89e,drop diabetes cases encouraging enough,0
8601,8601,2015-12-09,AIG,c9018f62-5abf-4a00-9835-04bb914b5887,doctors lawyers plea action guns,0
8603,8603,2015-12-11,AIG,63b384d8-f942-41da-9168-ac8f7ffe061a,review american hero deadbeat superhero forever backsliding,1
8604,8604,2015-12-10,AIG,7971de1a-e001-48ae-81af-9ebe20b30394, american horror story season 5 episode 9 wedding day,1
8605,8605,2015-12-10,AIG,05ab2321-bc00-4fd1-a3d6-dcc07f8eb079,texas fails block entry syrian refugees,1
8606,8606,2015-12-11,AIG,562a5532-5db6-45f2-8624-23f32bb22be6,career surveys david hammons adrian piper,1
8607,8607,2015-12-11,AIG,c4a0f785-b2df-4fcf-a776-23199920c3bb,review ailey company begins dancing prison tale,1
8608,8608,2015-12-11,AIG,a925223a-306d-4ad4-ace4-3128673ea0c9,still crib yet given antipsychotics,1
8609,8609,2015-12-14,AIG,e575b68a-66f7-4963-8fab-26a43cef0dec,hope boykin alvin ailey dancer spends sundays,1
8610,8610,2015-12-14,AIG,5fe2a99e-715b-4413-bc86-f4419937fe4e,monday briefing national front golden state warriors star wars,1
8611,8611,2015-12-14,AIG,e8164f61-f25f-46cd-adfe-ec3f3470493a,housing project starts another battle flares revolutionary war site princeton,1
8612,8612,2015-12-14,AIG,935250a9-f3b4-4c32-82ca-30b45634ea5d,rose siggins actress 8216 american horror story 8217  dies 43,1
8613,8613,2015-12-15,AIG,1917db13-ba3e-487e-ad89-06d42558c7c5,dance week misia sert meredith monk anne waldman,1
8614,8614,2015-12-15,AIG,374e0774-6e64-467b-af77-3ff9521cf4cd,ben carson says muslim civil rights group ties terrorists,1
8615,8615,2015-12-15,AIG,3e73ba83-fd6d-4820-a9f1-39287c20e465,review alvin ailey troupe gives premiere piazzolla caldera ,1
8616,8616,2015-12-15,AIG,e60b820d-7212-4836-a253-d3bb6944ac57, united states airlines face uphill struggle mideast rivals,1
8618,8618,2015-12-17,AIG,1c96c5b4-6184-4d70-9d0f-358b4b2f0ed6,liquor taxes sexually transmitted infections,0
8621,8621,2015-12-18,AIG,ce82ff84-276c-4754-8c1f-ccf503bd4c8a,review alvin ailey city center maintains polished approach familiar footwork,0
8623,8623,2015-12-18,AIG,e0977718-fbc9-4d04-876d-d6e50b3d768d,early detection ovarian cancer may become possible,0
8627,8627,2015-12-21,AIG,78457e25-62c5-45da-8f1f-5573097108ce,f d a proposes ban indoor tanning minors fight skin cancer,0
8632,8632,2015-12-21,AIG,563777fb-ca49-4d2a-9aa2-5bd4b3f7dceb, all american boys jason reynolds brendan kiely,0
8633,8633,2015-12-21,AIG,1123cb2d-f83f-4e2a-89eb-860bd5846f4e,duets reflect world offstage,0
8638,8638,2015-12-21,AIG,cabf13fa-579a-4a80-98d3-85c3f2f21a48,review grand tribute little sparrow dith piaf,0
8639,8639,2015-12-21,AIG,b00927e0-f0c3-4b3c-afab-80018a9a5d32,dance machine 21st century imparts vintage broadway steps new generation,0
8642,8642,2015-12-22,AIG,cd3545f3-802e-46bc-a2a7-21322ebc47e8, 40 million moma gift kenneth c griffin brings naming rights johnson wing,0
8648,8648,2015-12-24,AIG,0a55de3d-5be5-432d-b534-b5c8ada3c3e0,real housewife new york who happens poker star ,0
8650,8650,2015-12-28,AIG,7ab98246-ab13-4bd2-adc6-50c51ee088fb,glitters gems dazzling crowns behold new york,0
8651,8651,2015-12-28,AIG,185675ee-b592-4e30-9800-aae549326937,japanese american internment historical markers year auctions,0
8662,8662,2015-12-29,AIG,bd745c42-6079-44e0-b112-cdfbe1336ac1,review douglas w shadle orchestrating nation ,0
8663,8663,2015-12-29,AIG,5b4d8008-447a-4c28-8a37-a18f836da870,goodbye prison loaf reporter notebook,0
8665,8665,2016-01-04,AIG,506cce2b-892f-4466-ac2a-8d5d5e7433a2,prosecutors secrecy orders subpoenas stir constitutional questions,1
8666,8666,2016-01-04,AIG,e3eccc64-7cb4-4e89-a97c-ff7cf6e147a9,television winter 20 shows keep radar screen,1
8667,8667,2016-01-04,AIG,272d6992-042e-422d-96ee-f987a667c268, the war alcohol lisa mcgirr,1
8668,8668,2016-01-04,AIG,6289809c-d436-4ce3-b249-f907daaad0af,fidelity switches visa credit card branding,1
8669,8669,2016-01-04,AIG,12b7435d-b576-451c-bda1-c1756f81c83b,library congress anoints graphic novelist ambassador young people literature,1
8670,8670,2016-01-04,AIG,434e731a-1aa5-46c8-9207-3dcd41ab41ee,economists take aim wealth inequality,1
8671,8671,2016-01-04,AIG,3fbcfbc9-2572-4e35-852e-03d3ee4bef27, dark funds may bode ill 2016 election,1
8676,8676,2016-01-07,AIG,24f20015-cbd7-439c-bfc5-e01554b65dba,cynthia harvey named artistic director american ballet theater school,1
8677,8677,2016-01-07,AIG,b5045439-1d71-470b-911b-a4fa172cf2ce, american horror story season 5 episode 11 hotel california,1
8678,8678,2016-01-07,AIG,61de8440-f7cf-432e-add4-2eb648732008,morgan stanley management shuffle puts c e o market,1
8679,8679,2016-01-07,AIG,94481083-ae57-4189-9f68-7658cc0d02e1,transcanada seeks 15 billion american keystone xl pipeline,1
8680,8680,2016-01-08,AIG,3782af71-a69a-4af1-8eaa-c12eb2c332a9,rahm party,0
8681,8681,2016-01-08,AIG,44cebf71-ef21-4de7-ac0f-9d1cd8f0f729,new york appoint civilian monitor police counterterrorism activity,0
8682,8682,2016-01-11,AIG,41df4fa1-748c-4aaa-b7f6-bdccebf37526,review american realness festival audacious movements slitherings,0
8684,8684,2016-01-11,AIG,dea395df-69af-45d9-a67c-3d5bb3286568,whitney museum acquires major work archibald motley,0
8687,8687,2016-01-12,AIG,ee90106d-388d-4fd3-b2c4-daa26f94f56c,consumer loan delinquencies edged third quarter,0
8692,8692,2016-01-13,AIG,34e7b334-344d-4f36-8667-fefb85facfc0,dance week tap history bill joyce award,1
8693,8693,2016-01-13,AIG,8f017bfb-1eca-4e00-9184-177174879037,morning agenda metlife weighs split retail business,1
8694,8694,2016-01-13,AIG,04dc157f-f5b9-48b5-91e3-620eb5a854fc,national guard help flint address water crisis,1
8695,8695,2016-01-13,AIG,e8748317-8844-477d-a934-f654756d1994,board ferguson schools accused racial bias,1
8696,8696,2016-01-13,AIG,3be720f9-7c52-411a-b590-2b8638a7c0b8,review american realness festival mirrored movements nearly naked yvonne meier,1
8697,8697,2016-01-13,AIG,06ddad3e-ad60-4b75-8e95-e29f579df180,volvo makes comeback detour china,1
8698,8698,2016-01-13,AIG,4d612f51-930d-4958-9d56-07289660325d,a i g investors unhappy insurer strategy advisory firm says,1
8699,8699,2016-01-13,AIG,db8eaf13-a670-49f2-b222-168ed0c66a81,american ballet theater names kara medoff barnett executive director,1
8704,8704,2016-01-14,AIG,96e5b2e5-1fa5-4d65-9ba4-c43bff0e9ba4,museum natural history new dinosaur sticks head,0
8705,8705,2016-01-14,AIG,598e2be3-3801-47a1-b415-59a2ca52d4e2,metlife spinoff plan hedges fight regulators,0
8706,8706,2016-01-15,AIG,e997a9c9-9995-4caf-a8f9-6e31e86af0f5,morning agenda morgan stanley heeds investors,1
8707,8707,2016-01-15,AIG,eb4022f8-abd6-4893-9688-a1d0652f9b19,review michael frayn noises off returns broadway,1
8708,8708,2016-01-15,AIG,6615a0e7-f259-4977-b62a-2628b791a6ca,american apparel said reject takeover bid dov charney return,1
8709,8709,2016-01-15,AIG,63f0e9af-aecc-41bc-9db0-88b3c119cb01, united states proposes spending 4 billion self driving cars,1
8714,8714,2016-01-19,AIG,99e337e8-cccf-4676-826e-143b10451c98,triple crown winner last sport aims ride momentum,0
8717,8717,2016-01-19,AIG,00e371c9-bb2e-453a-8069-a49a82f57cf8, american experience looks back bonnie clyde,0
8719,8719,2016-01-19,AIG,35059536-e3c6-4d26-a782-9814c818cccd, the people v o j simpson going beyond verdict,0
8721,8721,2016-01-19,AIG,7b8ce605-3e9b-4e46-aaa3-0347bcde9c57,un tit n argentino llega para expandir nuestros conocimientos sobre los dinosaurios,0
8722,8722,2016-01-19,AIG,5b209aab-8754-4cb7-9fe6-f56e7054fab9,reducing unnecessary c section births,0
8723,8723,2016-01-19,AIG,0e0016c9-1651-4419-b3d0-bedf4a3da5c8,argentina rancher discovery leads largest titanosaur,0
8727,8727,2016-01-19,AIG,958a4dcb-aa2f-4062-b589-2ee5873b13d0,charges chinese rights lawyers draw foreign criticism,0
8728,8728,2016-01-20,AIG,27264d3d-02f0-43c9-870e-29dbe9d335b8,dance week balanchine bowie,1
8729,8729,2016-01-20,AIG,7f572650-b196-4402-8a29-a0005b9674fe,bernie sanders gets outside help didn 8217 t ask,1
8730,8730,2016-01-20,AIG,9eccb4cc-abf6-40de-8ca6-756fa2767dca,american pharoah honored,1
8731,8731,2016-01-20,AIG,10772f66-a314-414d-90be-d2e8d555873d,america best days may behind,1
8732,8732,2016-01-20,AIG,fec39130-dbb9-44e0-a9bf-8b02d9c443bb,icahn adds pressure a i g make major changes,1
8733,8733,2016-01-20,AIG,2d809c59-b81f-4ee8-bdec-20f24eec474a,chris christie offers key marital success fight walk in closet,1
8736,8736,2016-01-22,AIG,a8b99811-7b65-4039-94a3-6a3059caff95,139 years ago american museum natural history opens permanent home,1
8737,8737,2016-01-22,AIG,bc33f845-efda-4a58-b245-f4d03ab209d8,dov charney argues court return american apparel,1
8738,8738,2016-01-22,AIG,9dde9284-9f16-4200-817f-06e5728f0d95,hillary clinton paid speeches wall street animate opponents,1
8739,8739,2016-01-25,AIG,f7e4b992-13d9-485c-a53d-1e11ca091984,waiting list justice new orleans,1
8740,8740,2016-01-25,AIG,629972e9-09df-489a-8dc2-9469464b5335,haiti postpones presidential runoff violence rises,1
8741,8741,2016-01-25,AIG,ea0870e7-5b14-4278-a0a6-aa5ec4afee19,snow storm affecting travel,1
8742,8742,2016-01-25,AIG,f5d9e9d3-547b-4762-b8f2-fb2ab0538e32, russell kirk american conservative bradley j birzer,1
8743,8743,2016-01-25,AIG,a5844c14-f8d5-415e-8000-31896c7de3b2, liberty coercion gary gerstle,1
8744,8744,2016-01-25,AIG,90e3441a-e0de-4b83-8922-39c9fb701549, the body american visits battle zones field heart,1
8745,8745,2016-01-25,AIG,3743e33c-527e-4649-846d-e7d83c0268c1,david greenberg republic spin ,1
8746,8746,2016-01-25,AIG,48e7f713-6bf0-4f14-8dbd-03f7adb7e880,morning agenda tyco said near merger deal johnson controls,1
8747,8747,2016-01-25,AIG,f8687c2d-5e9c-4218-9bbd-c08cb257005a,pentagon wants psychologists end ban interrogation role,1
8748,8748,2016-01-25,AIG,f6ec53c1-6ab3-4cac-bb9a-9df107265a5b,review loudon wainwright iii offers tart folk song sentiments appel room,1
8751,8751,2016-01-26,AIG,9c8675d0-f923-469d-9ebd-a7c1ecdae62d,twitter recruits chief marketing officer american express,0
8753,8753,2016-01-26,AIG,a9f63113-e90f-45f6-aaa7-7d35e29a271f,liberals turn cities pass laws spread ideas,0
8754,8754,2016-01-26,AIG,6e04c01e-b039-4532-8ce4-a68ba99dd609,review remaking american patient ,0
8755,8755,2016-01-27,AIG,eed2566b-6211-42d8-8a3a-d77d3e94afcc,irregular heartbeats coffee may bad,1
8756,8756,2016-01-27,AIG,e7ec2a6a-c5d6-48f4-aa34-5421aafd4506,john kasich called 8216 obama republican 8217  new hampshire ads,1
8757,8757,2016-01-27,AIG,604b3554-1b42-43a5-8e69-fa7dfc6fbadc,morning agenda a i g spurns calls breakup,1
8758,8758,2016-01-27,AIG,04700220-8057-4b0c-a711-53bfe53fd2d8,zika testing urged newborns,1
8759,8759,2016-01-27,AIG,a8fe918a-0e4c-4503-97a5-8c6620e45e6d,a i g go far enough overhaul,1
8760,8760,2016-01-27,AIG,514be8c7-ec8f-4dca-b152-b0a8febebc54,panel calls depression screenings pregnancy,1
8761,8761,2016-01-27,AIG,d36b98f1-fcd1-42ef-8f6a-fd9e13699c36,a i g opts streamlining spurning calls breakup,1
8762,8762,2016-01-27,AIG,be3365cb-a4e2-4eb8-b940-b335bd3f3cc0,donald trump ted cruz soar g o p leaders exasperation grows,1
8763,8763,2016-01-28,AIG,b3bab75c-ecaa-434c-93cc-1c6cbd112e2a,black drivers florida face far stricter seatbelt enforcement report says,0
8764,8764,2016-01-29,AIG,3d19093c-9e06-4095-ba19-2bc3b664510b,fashion news know week,1
8765,8765,2016-01-29,AIG,3f8d5705-437e-4aa5-87ab-940fda2834e8,drug shortages forcing hard decisions rationing treatments,1
8766,8766,2016-01-29,AIG,1e31d9e7-9c49-4dab-beb5-f60982fd72e6,watch friday,1
8767,8767,2016-01-29,AIG,9d81edcd-62d3-44cd-97db-afbedb96dccb, flatlands familiar becomes hypnotically strange,1
8768,8768,2016-01-29,AIG,7b544d77-f042-4ef6-a51f-7a667d9d886d,buddhist deity returns boston,1
8769,8769,2016-01-29,AIG,120ba0b0-b57a-462b-a38e-ffb249a25479,protecting water wildlife,1
8770,8770,2016-01-29,AIG,e1947154-9bde-4e55-aaa2-cc75b9cb6f87,illness diverted american airlines flight remains mystery,1
8772,8772,2016-02-01,AIG,ca28be1e-fe80-4d94-bece-fb140418b4bc,new york council resists renaming effort honor evacuation day,0
8775,8775,2016-02-01,AIG,e4322ee2-8b9d-4b24-a095-34e6dff6e999,review american experience traces president garfield assassination,0
8777,8777,2016-02-01,AIG,2be3f79c-2876-48c1-ae5d-8046b7878c27,senator john cornyn aims sway fellow republicans criminal justice,0
8782,8782,2016-02-01,AIG,5212f84c-852f-429d-8ef2-0d71ec878acc,bill bryson the road little dribbling ,0
8785,8785,2016-02-01,AIG,f4ac3344-99fe-4236-8900-49cefdabe81d,scott gomez onetime rookie star n h l prospect,0
8789,8789,2016-02-02,AIG,4cd7acaf-428f-4dad-8279-dd9e5c0283ea,pen announces finalists 2016 literary awards,0
8792,8792,2016-02-03,AIG,49ef0062-8c7a-4ad3-b164-1207489397c6,diet exercise plan lose weight gain muscle,1
8793,8793,2016-02-03,AIG,327f1612-58af-40b9-9795-2536d5489f2e,fighting zika virus,1
8794,8794,2016-02-03,AIG,95c6dae8-33d6-4441-bd60-bade35dedcc6,quilts sense place stitched oakland,1
8795,8795,2016-02-03,AIG,29af3ba0-192c-4579-9bd6-57ce91047fe8,finding common political ground poverty,1
8796,8796,2016-02-04,AIG,b6e6eb31-6c96-499b-a36f-5f323fdd0077,blood banks use caution travelers zika zones,0
8797,8797,2016-02-04,AIG,736fb15c-d2e7-4397-8e1d-e33f810706a4,pentagon offer plan store eggs sperm retain young troops,0
8801,8801,2016-02-05,AIG,581b679a-dc0d-436a-b115-8713e1074d4c, laura poitras astro noise examines surveillance new normal,0
8805,8805,2016-02-08,AIG,df39d4b4-04f4-4d22-8222-a41d01141e3d,pentagon releases small portion photos detainee abuse cases,1
8806,8806,2016-02-08,AIG,e4e02cd7-6dbe-4449-a4b2-74ae4fb62068,airlines reap record profits passengers get peanuts,1
8807,8807,2016-02-08,AIG,8e8e0f0b-d3be-463d-b0d9-b0339596445e,cuomo moves therapy claims make gay children straight,1
8808,8808,2016-02-08,AIG,7cd5c42f-35fa-41a5-b092-e78b9afeb518,inside new york times book review david foster wallace infinite jest ,1
8809,8809,2016-02-08,AIG,b5a026be-daf8-4059-bce0-bae9e1955e2b,social practice degrees take art communal level,1
8810,8810,2016-02-08,AIG,f0262b77-d791-4ea5-b35d-c2ab6ab37ffb,group portraits,1
8811,8811,2016-02-08,AIG,86f9e670-322c-4c15-92ec-ddb923535ad4,movies books tv rabbit hole kennedy conspiracies,1
8812,8812,2016-02-08,AIG,96da7fd4-064f-4457-9d86-d172523a0f5b, cabin sky translating dated body language,1
8813,8813,2016-02-08,AIG,22881da5-7ace-4a21-bce7-a57a0425ccb1, paradise now story american utopianism chris jennings,1
8814,8814,2016-02-08,AIG,9b2bba37-bcac-41a9-b2c5-0d8f588b8eed,new hampshire 8217 first 9 voters see spotlight slip away,1
8815,8815,2016-02-08,AIG,4b7ade86-bf3b-4c5b-a834-2887fcfb0020,pet food pantries offer relief animal owners struggling bills,1
8816,8816,2016-02-08,AIG,8471c26b-c8a8-42c9-9261-82d962f58e8c,review janis ian singer at seventeen 64 solo concert,1
8821,8821,2016-02-12,AIG,585044a9-bbd6-4deb-967c-5d5dde4e2e7c,morning agenda fears central bank moves,1
8822,8822,2016-02-12,AIG,e7e9d03d-2744-4cea-874f-229684d90432,watch friday,1
8823,8823,2016-02-12,AIG,8f10bf33-6bac-44ee-a074-9763d2fcae07,review god devil gamble soul cabin sky ,1
8824,8824,2016-02-12,AIG,c894e56f-1c2d-48c8-8e06-25e42c8ee38c,a i g give board seats 2 activists want breakup,1
8825,8825,2016-02-16,AIG,0893dbd8-f016-49de-8518-a39276bef9f1,prepare guerrilla warfare zika carrying mosquitoes experts warn,1
8826,8826,2016-02-16,AIG,63be5c7f-a743-4081-bb0c-f2f696ca9d78,romance,1
8827,8827,2016-02-16,AIG,85430bcd-54e0-49da-9c33-ccb82fe85e36,wim wenders high plains grifter,1
8828,8828,2016-02-16,AIG,268025ef-b968-47e9-976a-0719a49bc0dc,one patient story that kill shot ,1
8829,8829,2016-02-16,AIG,09060132-58fa-4f6b-9790-24e84cb5a595,mark rylance onstage nice fish ,1
8830,8830,2016-02-16,AIG,08d33a9a-ca81-4141-a358-7743b49c7aa3,support breast feeding multitude ways,1
8831,8831,2016-02-16,AIG,d3a71a41-f61f-42d0-b39c-e6891fc3459c,lone wolf westminster dog show,1
8832,8832,2016-02-16,AIG,c42df074-322d-4660-90ff-a3fcc6c6ebd2, mourning lincoln wins book prize,1
8833,8833,2016-02-16,AIG,58d6bdcd-e812-4d5f-ab97-bb37ba181f7b, the people v o j simpson episode 3 dream team assembles,1
8837,8837,2016-02-17,AIG,af76b562-568f-4fa2-b972-1820e6cb1727,2 top executives step a i g ,0
8839,8839,2016-02-18,AIG,7337318e-7972-4a7c-bd87-dbaadef4366c,pen world voices returns focus mexico,0
8840,8840,2016-02-18,AIG,040b6642-d6c6-4cf2-a042-04974784ad74,argentina battles major outbreak dengue mosquito population swells,0
8844,8844,2016-02-19,AIG,c7a9351c-a142-45b5-a7c9-1d38f938cb82,new databases offer insights lives escaped slaves,0
